0.933218,1.087671,1.091391,1.038518,0.929573,0.858368,0.999608,1.008766,0.860559,0.923409,0.987818
0.933925,1.037484,1.053078,1.039016,1.028918,0.984755,0.853596,0.791403,0.596319,0.551216,0.794537
0.921840,1.036246,1.071780,1.060433,1.027102,0.953171,0.875212,0.774377,0.602687,0.584984,0.778408
0.923272,1.082005,1.118913,1.054554,0.928645,0.868608,0.994721,0.920831,0.650430,0.669966,0.860921
0.940680,1.115323,1.121006,1.038121,0.882702,0.798045,0.897897,1.020319,0.834993,0.895853,0.953095
0.948331,1.033352,1.067289,1.037871,1.033279,0.952206,0.745840,0.635703,0.501220,0.612008,0.814338
0.955704,1.037002,1.046469,1.038260,1.036006,0.949567,0.734964,0.581878,0.486793,0.545655,0.775510
0.954042,1.028942,1.051895,1.039713,1.041525,0.951375,0.752870,0.606227,0.504687,0.543861,0.764748
0.949876,1.022759,1.050777,1.049683,1.041050,0.970491,0.755611,0.633734,0.528042,0.563728,0.771512
0.939019,1.050826,1.073523,1.062821,1.006682,0.906056,0.764937,0.658246,0.547242,0.531386,0.747992
0.934431,1.087993,1.102055,1.056294,0.940905,0.869000,0.857535,0.721351,0.548743,0.535712,0.831011
0.945809,1.130925,1.105378,1.029901,0.888138,0.797718,0.839072,0.865090,0.759958,0.747831,0.928767
0.982541,1.035862,1.041234,1.020805,1.014988,0.933146,0.745908,0.576038,0.470696,0.522575,0.791148
0.970555,1.023921,1.041560,1.040453,1.030741,0.964088,0.723730,0.541527,0.511877,0.440941,0.771491
0.972378,1.025556,1.048302,1.038200,1.020865,0.952257,0.738425,0.578815,0.538642,0.513939,0.768601
0.956937,1.030124,1.052373,1.039014,1.030838,0.958706,0.736217,0.620327,0.624398,0.639851,0.765299
0.952400,1.047065,1.074628,1.047240,0.993372,0.904780,0.791539,0.724764,0.663561,0.584136,0.743893
0.951854,1.080260,1.100701,1.055309,0.925188,0.855980,0.842517,0.772244,0.614022,0.515607,0.833266
0.971957,1.115813,1.094342,1.017986,0.885486,0.784353,0.856613,0.882857,0.774318,0.679395,0.927468
0.964379,1.030039,1.052913,1.032692,0.998317,0.946896,0.882877,0.814293,0.613777,0.657505,0.852387
0.955777,1.029761,1.049164,1.047518,1.030293,0.951385,0.754182,0.617180,0.508178,0.618358,0.796953
0.965524,1.026883,1.054398,1.041914,1.030736,0.932061,0.734841,0.568842,0.513037,0.549612,0.751042
0.996139,1.023892,1.042210,1.019083,1.005153,0.941329,0.733144,0.593709,0.554400,0.644758,0.769756
0.961659,1.043574,1.067700,1.045418,1.000049,0.895522,0.761665,0.680471,0.536878,0.566610,0.743374
0.949472,1.068023,1.102058,1.056109,0.941644,0.871868,0.856659,0.750096,0.541918,0.575297,0.831228
0.965062,1.110573,1.116073,1.027814,0.882721,0.782342,0.856923,0.879862,0.636630,0.728303,0.906266
0.998407,1.030635,1.035026,1.019999,1.004521,0.918878,0.724105,0.597980,0.495799,0.590493,0.788812
0.977103,1.020603,1.046325,1.031260,1.024984,0.955512,0.747431,0.585816,0.533609,0.578146,0.772687
0.968033,1.025446,1.046528,1.031856,1.034049,0.952772,0.743298,0.594843,0.526598,0.565189,0.776783
0.958820,0.998374,1.035106,1.051165,1.048237,0.999931,0.768376,0.706227,0.858746,1.024143,0.756327
0.938296,1.021188,1.060580,1.060245,1.029701,0.949530,0.791059,0.780885,0.957590,1.089609,0.730851
0.934099,1.062852,1.094236,1.056372,0.960299,0.886667,0.887618,0.826559,0.916251,1.031845,0.804142
0.952695,1.092385,1.079482,1.033595,0.933939,0.833081,0.791830,0.886086,1.039754,1.306912,0.899176
0.944131,1.002672,1.038031,1.054738,1.057603,0.992570,0.778198,0.762405,0.953789,1.152514,0.776844
0.939526,0.999372,1.037839,1.053087,1.069699,1.011402,0.773680,0.716531,0.944536,1.202994,0.763834
0.949002,1.006404,1.042406,1.049217,1.053368,0.976242,0.764192,0.733884,0.944774,1.220981,0.768955
0.954173,1.006791,1.037559,1.048048,1.044506,0.983890,0.766624,0.751185,0.962370,1.172104,0.752387
0.944762,1.020334,1.060497,1.055202,1.023479,0.943891,0.800122,0.808011,0.947774,1.082383,0.737565
0.937018,1.047423,1.089299,1.055530,0.973057,0.898609,0.927158,0.839300,0.950509,1.100247,0.819913
0.937185,1.065983,1.080054,1.052242,0.943332,0.872781,0.925602,1.035829,1.139416,1.549090,1.000374
0.945667,0.992201,1.033611,1.054577,1.062585,1.010398,0.799739,0.775886,1.023825,1.352028,0.767027
0.922532,0.996129,1.042294,1.078410,1.077903,1.004588,0.750731,0.741365,1.070352,1.357705,0.723656
0.931219,0.982305,1.038699,1.079972,1.082799,1.006965,0.781041,0.720923,0.989345,1.394080,0.729871
0.932758,0.988880,1.048246,1.071082,1.061868,1.005794,0.813116,0.789328,1.093251,1.434514,0.717078
0.910095,0.999314,1.071221,1.088722,1.053713,0.971860,0.846269,0.903638,1.061843,1.363554,0.698027
0.910855,1.002835,1.080323,1.089405,1.015727,0.983461,0.991117,0.962365,1.076258,1.410275,0.809360
0.921706,1.040275,1.078331,1.068098,0.968906,0.921465,0.996702,1.091718,1.168803,1.569275,0.916591
0.934794,0.985305,1.027260,1.060842,1.056008,1.017745,0.951164,0.999053,1.139237,1.382245,1.056713
0.946689,0.975639,1.026870,1.063350,1.075758,1.027533,0.807471,0.786093,1.044031,1.316724,0.775460
0.953593,0.981740,1.022713,1.047869,1.069802,1.036887,0.809526,0.776120,1.035973,1.252437,0.729809
0.940032,0.982421,1.021723,1.058056,1.073489,1.037023,0.850905,0.834148,1.173922,1.304575,0.752241
0.921706,0.992211,1.040489,1.069262,1.059673,1.018746,0.881955,0.946200,1.239923,1.466502,0.751527
0.888754,1.027115,1.095635,1.104573,1.003522,0.960176,0.908493,0.981287,1.299116,1.545874,0.774285
0.950492,1.073422,1.099382,1.038927,0.920078,0.851449,0.941857,0.998705,1.024079,1.027693,0.915061
0.956377,1.024818,1.041562,1.040812,1.034111,0.977660,0.763510,0.663190,0.567284,0.755562,0.809026
0.957687,0.992880,1.036125,1.043364,1.062093,1.027463,0.804598,0.648995,0.557433,0.821977,0.758409
0.893656,1.089039,1.125090,1.071270,1.002986,0.875741,0.721559,0.593464,0.458539,0.568403,0.709270
0.971585,1.019919,1.052887,1.034351,1.021187,0.949023,0.780230,0.635910,0.562313,0.783798,0.755510
0.948312,1.044863,1.077644,1.040109,0.998994,0.922776,0.824382,0.723972,0.573879,0.748567,0.735997
0.940357,1.069261,1.114089,1.048068,0.940591,0.875536,0.927882,0.808665,0.572589,0.681854,0.790525
0.957354,1.104368,1.120977,1.021081,0.876745,0.829634,0.934064,0.952408,0.756737,0.936034,0.870987
0.970810,1.018707,1.041281,1.029505,1.023510,0.972727,0.812892,0.661036,0.593081,0.874533,0.807883
1.037614,0.965670,0.970909,0.997174,1.036221,1.014703,0.878220,0.784254,0.841860,0.772247,0.752989
1.031810,0.964154,0.990695,0.996011,1.030241,1.031536,0.863635,0.811702,0.802953,0.757711,0.762159
1.036951,0.955109,0.975163,1.001658,1.036711,1.027397,0.900555,0.846526,0.771480,0.740982,0.706288
1.050412,0.957076,0.985475,0.984569,1.011932,1.004773,0.968816,0.943704,0.758801,0.716774,0.718460
1.069352,0.989711,0.988654,0.962956,0.939284,0.959351,1.049382,1.115456,0.840089,0.762821,0.784057
1.089073,0.999440,0.997438,0.954283,0.889343,0.924902,1.085363,1.200709,0.951140,0.939977,0.896290
1.077900,0.938742,0.957522,0.967391,1.020155,1.038356,0.942929,0.935178,0.722560,0.766549,0.802525
1.057661,0.948738,0.936618,0.982005,1.039838,1.052000,0.932076,0.918972,0.760371,0.808451,0.786969
1.023861,0.930864,0.911215,0.987061,1.076604,1.119258,1.006632,1.193542,1.340574,1.847574,0.775436
1.050583,0.943880,0.911276,0.958088,1.033385,1.106241,1.008985,1.258722,1.550727,1.785853,0.806011
1.062671,0.959757,0.942577,0.962873,0.989535,1.031325,1.034239,1.190379,1.434763,1.554634,0.794017
1.051232,0.967683,0.963462,0.986853,0.968705,0.958588,1.059822,1.254866,1.837539,1.808985,0.939854
1.092015,1.056218,1.006469,0.941237,0.849264,0.815527,1.022619,1.129617,1.031835,0.891650,1.087952
1.059000,0.978915,0.958872,0.969711,0.997439,1.017442,0.925966,0.917660,0.842914,0.784407,0.941893
1.091617,0.952473,0.939543,0.953381,1.003274,1.032029,0.930017,0.920381,0.856487,0.823456,1.052497
1.080865,0.956757,0.928313,0.954459,1.011227,1.039686,0.946925,0.984243,1.049319,0.923929,1.118005
1.096442,0.965197,0.941671,0.943209,0.992727,1.006512,0.908954,0.921071,0.937492,0.807508,1.144431
1.108933,0.972594,0.949556,0.940580,0.962498,0.964545,0.935254,0.979647,0.937736,0.817213,1.146029
1.148917,1.039373,0.974250,0.899735,0.846370,0.839238,0.916372,1.010263,1.119742,0.915851,1.247487
1.201454,1.052418,0.938022,0.854146,0.785817,0.822188,0.991401,1.167375,1.286869,1.041596,1.242108
1.143694,0.948263,0.918793,0.926043,0.974823,0.997163,0.881858,0.900512,0.923788,0.788981,1.094445
1.141892,0.948523,0.908764,0.915102,0.977711,1.031277,0.935909,0.892248,1.018119,0.795135,1.121143
1.161846,0.936082,0.891871,0.919613,0.972226,1.015776,0.947506,0.905861,1.012440,0.799661,1.128440
1.169682,0.939432,0.912125,0.918126,0.950953,1.006633,0.921658,0.851879,0.865153,0.782452,1.135735
1.148507,0.957866,0.918942,0.923124,0.950614,0.992002,0.922771,0.894035,0.981659,0.845815,1.131195
1.170740,1.037007,0.958872,0.900332,0.831501,0.849948,0.865762,0.909169,1.062058,0.891803,1.207235
1.200946,1.050513,0.937552,0.861612,0.800603,0.830025,0.926623,1.008654,1.095393,1.040780,1.298914
1.162031,0.956112,0.904154,0.910069,0.964163,0.995273,0.853786,0.845776,0.856031,0.784553,1.126532
1.162948,0.956256,0.904828,0.913559,0.957981,0.990046,0.870912,0.843664,0.895782,0.784214,1.153748
1.179735,0.940941,0.908733,0.898310,0.960345,0.999197,0.899788,0.821608,0.809718,0.667503,1.174245
1.156744,0.945559,0.896043,0.918287,0.969512,1.021600,0.904448,0.902413,0.937611,0.742769,1.171883
1.147900,0.979396,0.926033,0.923404,0.938388,0.964378,0.882932,0.792856,0.731856,0.653090,1.139293
1.163961,1.042702,0.969205,0.910867,0.828389,0.835861,0.846078,0.884267,0.919627,0.807262,1.244870
1.211130,1.036198,0.935113,0.885784,0.788466,0.833365,0.912747,0.972264,0.993467,0.935901,1.325229
1.181821,0.968057,0.904942,0.911125,0.933653,0.960430,0.876073,0.720478,0.524981,0.449643,1.190141
1.197452,0.959983,0.902657,0.903351,0.931025,0.970257,0.844887,0.668278,0.510926,0.429557,1.177068
1.196390,0.956428,0.914031,0.895161,0.935496,0.954320,0.863083,0.724044,0.599053,0.475500,1.177479
1.169890,0.975382,0.920745,0.915227,0.927568,0.968576,0.858484,0.704425,0.578567,0.477330,1.179065
1.151335,0.992826,0.946879,0.923990,0.915287,0.927432,0.860507,0.742791,0.665012,0.546584,1.124992
1.177136,1.069254,0.990084,0.905384,0.794527,0.774035,0.795035,0.741363,0.657660,0.585277,1.217065
1.247088,1.087955,0.930605,0.831151,0.747493,0.757551,0.865190,0.831204,0.604220,0.563861,1.411684
1.179584,0.975488,0.913370,0.906635,0.932973,0.958910,0.845879,0.675131,0.421478,0.389483,1.203748
1.219139,0.964688,0.864127,0.888592,0.912919,0.955636,0.848552,0.816621,0.875830,0.898981,1.195533
1.169587,0.996901,0.880859,0.899761,0.930924,0.975776,0.848550,0.729869,0.741839,0.857158,1.151274
1.152879,0.973635,0.910972,0.909320,0.967596,0.949320,0.871076,0.808242,0.590821,0.903005,1.211295
1.088734,1.008041,0.934693,0.947659,0.950301,0.961794,0.982539,0.887717,0.823688,1.062143,1.123809
